0.011847906	0.011905949	0.824085116	0.011425694	0.011981225	0.011060507	0.011721854	0.012010355	0.011726701	0.011728674	0.011418435	0.011075292	0.012390371	0.012517476	0.011677912	0.011426520	0.011847898	0.011905942	0.824085236	0.011425686	0.011981218	0.011060501	0.011721847	0.012010349	0.011726694	0.011728667	0.011418427	0.011075284	0.012390364	0.012517468	0.011677905	0.011426513	0.011847905	0.011905949	0.824085116	0.011425694	0.011981224	0.011060506	0.011721853	0.012010355	0.011726701	0.011728674	0.011418434	0.011075291	0.012390370	0.012517475	0.011677912	0.011426519	0.011847897	0.011905941	0.824085236	0.011425685	0.011981217	0.011060500	0.011721847	0.012010348	0.011726692	0.011728666	0.011418426	0.011075284	0.012390363	0.012517467	0.011677904	0.011426512	0.014058448	0.012504827	0.014431649	0.013936977	0.013397077	0.012335658	0.879200578	0.013599995	0.013751189	0.012783615	
0.011847906	0.011905949	0.824085116	0.011425694	0.011981225	0.011060507	0.011721854	0.012010355	0.011726701	0.011728674	0.011418435	0.011075292	0.012390371	0.012517476	0.011677912	0.011426520	0.011847897	0.011905941	0.824085236	0.011425685	0.011981217	0.011060500	0.011721846	0.012010348	0.011726693	0.011728666	0.011418426	0.011075283	0.012390363	0.012517467	0.011677904	0.011426512	0.011847905	0.011905949	0.824085116	0.011425694	0.011981224	0.011060506	0.011721853	0.012010355	0.011726701	0.011728674	0.011418434	0.011075291	0.012390370	0.012517475	0.011677912	0.011426519	0.011847897	0.011905940	0.824085236	0.011425684	0.011981216	0.011060499	0.011721846	0.012010347	0.011726692	0.011728665	0.011418425	0.011075283	0.012390362	0.012517466	0.011677903	0.011426511	0.014058448	0.012504827	0.014431649	0.013936977	0.013397077	0.012335658	0.879200578	0.013599995	0.013751188	0.012783615	
0.011829899	0.011859535	0.824477375	0.011445949	0.011944194	0.011032612	0.011687376	0.012000680	0.011701752	0.011716722	0.011404727	0.011078211	0.012335198	0.012493461	0.011623331	0.011368959	0.014166776	0.014242115	0.789438069	0.013680474	0.014388313	0.013221780	0.014000177	0.014376318	0.014094546	0.014031357	0.013673482	0.013265876	0.014772455	0.015003535	0.013977115	0.013667592	0.014338539	0.014415296	0.786967039	0.013873078	0.014485440	0.013383241	0.014202502	0.014566774	0.014196468	0.014244322	0.013855390	0.013445868	0.014976882	0.015162474	0.014094479	0.013792218	0.019407790	0.019518394	0.711534202	0.018708032	0.019730262	0.018123338	0.019177111	0.019675581	0.019315548	0.019196259	0.018716035	0.018150819	0.020253347	0.020547492	0.019184534	0.018761255	0.015397213	0.013678540	0.015805533	0.015210090	0.014680150	0.013516483	0.867803991	0.014867343	0.015070398	0.013970243	
0.010177512	0.010205708	0.848975956	0.009843304	0.010284011	0.009490676	0.010053230	0.010323592	0.010074764	0.010076636	0.009810939	0.009528200	0.010612814	0.010751893	0.010005061	0.009785693	0.014800007	0.014889911	0.779988050	0.014282509	0.015025499	0.013818326	0.014638305	0.015018247	0.014715763	0.014663968	0.014286679	0.013855483	0.015450437	0.015671449	0.014607647	0.014287746	0.011089669	0.011137422	0.835303247	0.010739140	0.011211252	0.010337207	0.010966856	0.011266597	0.010992330	0.011004345	0.010711233	0.010398318	0.011566497	0.011731439	0.010890604	0.010653869	0.018980211	0.019105639	0.717729807	0.018301371	0.019304436	0.017730515	0.018770274	0.019254975	0.018902538	0.018797632	0.018322216	0.017765347	0.019810628	0.020107919	0.018764751	0.018351715	0.013898840	0.012371308	0.014274435	0.013769886	0.013285972	0.012231840	0.880440354	0.013449915	0.013629421	0.012648001	
0.011469607	0.011499345	0.829807580	0.011103478	0.011583494	0.010692016	0.011329975	0.011639766	0.011351927	0.011362884	0.011061380	0.010744726	0.011955615	0.012117950	0.011263541	0.011016720	0.014402482	0.014485063	0.785924673	0.013901345	0.014620961	0.013445600	0.014241077	0.014613991	0.014319897	0.014267372	0.013900873	0.013483345	0.015030648	0.015249343	0.014212792	0.013900568	0.011511893	0.011565483	0.828997195	0.011137821	0.011636410	0.010744032	0.011393316	0.011691091	0.011403013	0.011427175	0.011118270	0.010792641	0.012014559	0.012173223	0.011319701	0.011074182	0.019052614	0.019175749	0.716672063	0.018375095	0.019384470	0.017789895	0.018833946	0.019329673	0.018984014	0.018863473	0.018390961	0.017832229	0.019879937	0.020188984	0.018831225	0.018415650	0.015439800	0.013722060	0.015850656	0.015264822	0.014733505	0.013566886	0.867358148	0.014918698	0.015123985	0.014021440	
0.008456087	0.008487978	0.874483228	0.008173147	0.008551018	0.007883254	0.008355619	0.008578538	0.008377339	0.008371704	0.008153197	0.007913515	0.008825445	0.008937938	0.008316458	0.008135515	0.013698678	0.013783560	0.796363771	0.013219756	0.013910776	0.012784500	0.013546394	0.013901588	0.013625760	0.013569433	0.013223222	0.012822350	0.014301707	0.014508174	0.013517982	0.013222341	0.011710697	0.011775121	0.826015353	0.011329700	0.011841244	0.010920635	0.011592260	0.011897723	0.011607595	0.011625167	0.011314264	0.010977063	0.012230873	0.012390213	0.011509636	0.011262475	0.019401502	0.019536003	0.711521029	0.018687876	0.019715849	0.018127834	0.019195924	0.019671779	0.019297950	0.019205540	0.018718559	0.018143138	0.020278081	0.020539729	0.019187955	0.018771261	0.012195480	0.010860613	0.012524999	0.012077183	0.011658566	0.010733295	0.895110250	0.011792775	0.011952328	0.011094486	
0.009708920	0.009757201	0.855748057	0.009393481	0.009818983	0.009061857	0.009610055	0.009861850	0.009622646	0.009639824	0.009379594	0.009104003	0.010132352	0.010270302	0.009549129	0.009341761	0.013639591	0.013703221	0.797428846	0.013157669	0.013825261	0.012730670	0.013479155	0.013827016	0.013535173	0.013493076	0.013146938	0.012754628	0.014240482	0.014423043	0.013454787	0.013160450	0.011357209	0.011397994	0.831467748	0.010983824	0.011467547	0.010583427	0.011225258	0.011524278	0.011237234	0.011248108	0.010951508	0.010630257	0.011857936	0.011998736	0.011154612	0.010914317	0.020056006	0.020193521	0.701787055	0.019316405	0.020380950	0.018744081	0.019844145	0.020333240	0.019946957	0.019853404	0.019348964	0.018755408	0.020960853	0.021230297	0.019840041	0.019408675	0.013927904	0.012385863	0.014297446	0.013779243	0.013300600	0.012251629	0.880289674	0.013460907	0.013648719	0.012658045	
0.010238606	0.010291656	0.847845137	0.009909861	0.010357908	0.009556427	0.010135818	0.010403635	0.010152663	0.010171160	0.009895944	0.009605402	0.010682255	0.010834625	0.010068986	0.009849908	0.014474901	0.014549853	0.784950495	0.013963128	0.014682044	0.013512789	0.014308489	0.014677583	0.014375009	0.014325515	0.013958273	0.013539777	0.015112493	0.015313433	0.014284457	0.013971766	0.011036688	0.011090802	0.836109936	0.010672249	0.011155059	0.010288004	0.010918091	0.011205838	0.010932616	0.010942472	0.010652959	0.010335688	0.011529098	0.011670372	0.010846391	0.010613728	0.019616019	0.019754130	0.708283722	0.018901059	0.019945465	0.018324897	0.019405508	0.019895030	0.019526631	0.019421915	0.018931543	0.018349851	0.020493763	0.020776274	0.019398561	0.018975606	0.012862464	0.011452249	0.013213534	0.012727397	0.012295000	0.011312915	0.889406979	0.012433001	0.012603364	0.011693077	
0.010036105	0.010090948	0.850810051	0.009719222	0.010160022	0.009366034	0.009935581	0.010203028	0.009961732	0.009975616	0.009706167	0.009421224	0.010465990	0.010627143	0.009868355	0.009652812	0.014760221	0.014838688	0.780704916	0.014236587	0.014971050	0.013779732	0.014592297	0.014966730	0.014657549	0.014608330	0.014233643	0.013805838	0.015413374	0.015615080	0.014567120	0.014248859	0.011967075	0.012021246	0.822344065	0.011568209	0.012087620	0.011156780	0.011837473	0.012145477	0.011843861	0.011859630	0.011545125	0.011202264	0.012503909	0.012646851	0.011761094	0.011509328	0.019738549	0.019878112	0.706463814	0.019018441	0.020071343	0.018437753	0.019525794	0.020019129	0.019650161	0.019541524	0.019049263	0.018463258	0.020622471	0.020906709	0.019519541	0.019094130	0.013486728	0.012003220	0.013853392	0.013345934	0.012890954	0.011863390	0.884036005	0.013039513	0.013219570	0.012261280	
0.009970661	0.010002572	0.851961553	0.009655077	0.010085920	0.009296629	0.009850316	0.010124055	0.009886388	0.009884749	0.009623563	0.009347331	0.010386517	0.010545346	0.009797958	0.009581395	0.014551260	0.014608799	0.783989131	0.014034024	0.014746919	0.013574657	0.014368177	0.014743627	0.014436095	0.014377684	0.014013948	0.013597349	0.015189291	0.015380907	0.014351401	0.014036728	0.012167041	0.012218242	0.819388747	0.011765178	0.012287038	0.011343797	0.012033914	0.012348785	0.012039668	0.012058996	0.011738106	0.011391872	0.012708353	0.012856853	0.011955045	0.011698351	0.019899521	0.020049347	0.704024374	0.019170333	0.020225642	0.018595172	0.019698830	0.020184822	0.019799642	0.019712793	0.019210102	0.018616263	0.020803791	0.021074800	0.019680297	0.019254275	0.012951243	0.011532752	0.013307055	0.012810984	0.012381533	0.011388998	0.888651431	0.012516131	0.012688976	0.011770912	
